price,stock_xfer_date
348.69,2023-08-17
498.23,2023-11-25
253.01,2023-08-13
213.9,2023-08-03
249.48,2023-11-24
439.09,2023-08-09
164.12,2023-10-23
392.64,2023-12-30
192.46,2023-08-14
199.03,2023-08-10
332.64,2023-12-04
250.77,2023-09-08
447.17,2023-08-11
159.36,2023-08-13
172.64,2023-09-10
217.67,2023-08-27
328.4,2023-08-17
69.96,2023-11-14
401.33,2023-09-18
469.98,2023-12-18
14.48,2023-12-12
398.64,2023-09-13
68.84,2023-09-10
202.18,2023-09-04
435.35,2023-08-30
390.3,2023-09-08
308.07,2023-10-24
239.01,2023-11-13
286.65,2023-10-14
135.62,2023-12-30
238.13,2023-12-12
84.74,2023-08-10
153.04,2023-12-25
212.77,2023-10-22
11.93,2023-12-25
380.49,2023-09-03
475.2,2023-09-02
456.2,2023-08-07
163.78,2023-12-30
236.36,2023-10-13
235.41,2023-09-23
427.04,2023-09-03
247.53,2023-12-03
299.6,2023-09-21
496.23,2023-11-16
355.54,2023-09-25
497.95,2023-10-12
276.37,2023-11-06
387.16,2023-10-02
432.06,2023-10-23
424.76,2023-08-26
284.24,2023-10-20
257.57,2023-11-02
314.16,2023-10-26
447.42,2023-08-27
386.8,2023-07-31
427.55,2023-11-17
472.93,2023-12-11
232.34,2023-08-25
300.3,2023-10-06
287.56,2023-11-17
142.49,2023-12-30
366.95,2023-11-01
311.03,2023-10-11
286.39,2023-10-10
497.61,2023-12-30
294.91,2023-08-28
285.54,2023-12-25
217.31,2023-11-28
102.21,2023-10-22
494.09,2023-09-17
159.45,2023-10-28
405.6,2023-10-15
79.3,2023-11-19
427.2,2023-11-23
257.07,2023-12-23
494.2,2023-09-07
272.98,2023-11-28
114.03,2023-10-07
228.04,2023-08-28
67.66,2023-08-17
184.5,2023-12-20
220.97,2023-10-06
158.46,2023-09-30
376.3,2023-10-03
299.2,2023-08-15
212.56,2023-09-03
282.24,2023-09-13
262.8,2023-12-19
144.17,2023-08-24
453.3,2023-12-28
372.03,2023-08-13
43.32,2023-10-27
484.43,2023-12-25
332.02,2023-12-01
439.93,2023-11-17
175.37,2023-12-18
352.4,2023-12-21
244.86,2023-08-27
309.55,2023-11-24
307.28,2023-08-06
86.12,2023-07-31
445.25,2023-11-28
249.81,2023-12-04
314.24,2023-08-24
414.77,2023-10-01
384.68,2023-08-31
49.26,2023-09-20
38.43,2023-09-18
59.15,2023-08-06
35.9,2023-10-27
59.6,2023-08-28
346.4,2023-10-28
346.46,2023-09-04
55.43,2023-12-09
27.77,2023-09-03
84.59,2023-09-14
465.55,2023-11-23
427.91,2023-11-14
136.34,2023-11-20
390.7,2023-11-25
149.13,2023-09-05
247.88,2023-09-02
422.52,2023-08-05
78.84,2023-12-22
310.78,2023-11-10
11.17,2023-08-14
308.18,2023-09-08
45.02,2023-08-03
345.68,2023-09-07
439.8,2023-12-13
85.65,2023-08-07
266,2023-08-17
227.16,2023-10-15
170.49,2023-08-26
159.65,2023-09-26
243.58,2023-11-29
414.54,2023-08-07
134.03,2023-09-13
212.54,2023-10-06
297.48,2023-11-25
355.79,2023-09-14
187,2023-12-27
132.65,2023-10-23
100.23,2023-12-28
31.5,2023-09-24
71.14,2023-08-09
277.71,2023-12-13
90.58,2023-08-26
334.22,2023-09-13
119.94,2023-08-12
481.49,2023-08-19
431.17,2023-10-11
287.53,2023-08-26
446.18,2023-08-14
141.34,2023-11-14
319.37,2023-09-14
44.99,2023-09-09
477.16,2023-12-30
165.42,2023-08-29
38.12,2023-08-01
67.63,2023-09-21
398.53,2023-09-18
312.91,2023-12-13
73.85,2023-12-16
477.32,2023-12-23
243.9,2023-09-20
432.61,2023-12-07
161.61,2023-12-13
311.82,2023-09-16
427.83,2023-08-15
55.2,2023-11-05
455.23,2023-08-29
80.36,2023-11-25
61.56,2023-12-08
240.04,2023-08-12
149.71,2023-09-09
249.58,2023-10-05
109.02,2023-11-10
220.53,2023-09-20
272.19,2023-12-08
185.05,2023-09-04
188.14,2023-10-09
290.81,2023-10-23
123.46,2023-08-11
177.58,2023-09-03
102.54,2023-10-09
193.81,2023-10-28
170.22,2023-09-01
211.17,2023-09-19
139.07,2023-09-23
404.77,2023-11-22
234.99,2023-10-25
369.6,2023-12-19
359.06,2023-10-07
482.79,2023-12-05
290.11,2023-12-27
243.56,2023-10-17
211.52,2023-08-06
311.76,2023-10-18
267.18,2023-08-26
241.52,2023-11-09
248.45,2023-08-19
499.84,2023-10-23
248.96,2023-08-08
379.27,2023-12-25
193.92,2023-08-04
261.95,2023-11-03
424.26,2023-10-27
302.53,2023-12-25
276.89,2023-08-07
456.26,2023-11-16
259.64,2023-10-06
318.93,2023-08-28
474.25,2023-11-16
284.71,2023-08-01
301.79,2023-12-15
34.85,2023-12-22
250.9,2023-09-26
234.56,2023-10-28
294.23,2023-11-20
141.84,2023-08-02
277.78,2023-12-16
226.71,2023-09-01
367.66,2023-11-11
333.48,2023-11-13
422.66,2023-11-09
200.91,2023-12-20
384.72,2023-12-21
301.41,2023-08-08
342.56,2023-12-14
496.12,2023-10-22
115.35,2023-12-07
256.55,2023-12-26
197.65,2023-08-31
463.78,2023-12-14
15.69,2023-08-24
221.19,2023-09-14
127.28,2023-07-31
180.88,2023-09-02
426.02,2023-10-20
405.7,2023-12-23
420.73,2023-10-02
246.74,2023-10-25
251.24,2023-09-16
28.34,2023-12-28
100.96,2023-12-07
316.24,2023-08-02
105.22,2023-11-29
244.29,2023-12-22
400.76,2023-09-05
217.1,2023-08-18
48.53,2023-12-31
60.49,2023-12-19
187.88,2023-11-05
258.82,2023-09-24
12.29,2023-10-11
49.75,2023-10-29
349.41,2023-08-02
352.1,2023-08-13
288.74,2023-11-09
394.75,2023-09-30
395.9,2023-08-30
440.74,2023-08-30
280.29,2023-11-02
284.63,2023-12-12
305.52,2023-09-04
42.75,2023-11-18
385.51,2023-12-16
392.43,2023-11-11
324.56,2023-09-30
155.21,2023-12-28
91.46,2023-12-15
72.05,2023-08-16
349.3,2023-08-06
175.52,2023-09-17
125.98,2023-12-13
257.98,2023-10-04
327.2,2023-11-01
491.72,2023-09-20
194.2,2023-08-21
105.23,2023-12-01
409.28,2023-12-20
40.56,2023-12-22
98.9,2023-11-14
350.87,2023-10-14
275.44,2023-11-13
244.42,2023-11-01
247.24,2023-11-11
156.05,2023-11-01
222.75,2023-09-26
377.04,2023-09-16
325.03,2023-12-31
316.24,2023-09-13
204.51,2023-12-27
202.86,2023-08-20
309.72,2023-12-22
36.62,2023-11-03
225.37,2023-08-03
389.52,2023-09-23
65.54,2023-10-18
60.46,2023-08-29
455.9,2023-11-21
290.1,2023-08-15
34.67,2023-12-10
81.84,2023-10-30
345.49,2023-11-22
326.03,2023-10-23
64.57,2023-09-23
489.16,2023-10-11
378.37,2023-11-13
270.49,2023-12-03
372.23,2023-12-10
63.91,2023-12-16
22.11,2023-09-26
403.37,2023-09-10
162.65,2023-08-18
266.63,2023-09-24
458.04,2023-09-30
78.21,2023-07-31
84.56,2023-08-29
359.34,2023-08-12
172.77,2023-08-24
45.67,2023-08-13
255.13,2023-08-29
247.2,2023-12-01
344.18,2023-08-30
312.16,2023-08-18
273.14,2023-10-14
489.67,2023-10-08
220.7,2023-12-18
278.65,2023-10-19
235.45,2023-09-01
447.43,2023-09-03
300.06,2023-09-20
115.89,2023-08-08
205.1,2023-09-01
365.25,2023-08-27
361.37,2023-11-22
457.45,2023-09-08
479.54,2023-09-08
299.67,2023-11-17
24.22,2023-10-23
121.19,2023-11-07
220.5,2023-11-09
316.56,2023-11-04
300.94,2023-12-14
285.76,2023-12-02
445.09,2023-08-17
437.06,2023-11-08
444.92,2023-07-31
162.39,2023-08-29
287.81,2023-11-16
43.89,2023-12-20
463.45,2023-11-21
69.87,2023-08-09
164.25,2023-11-05
46.84,2023-11-02
173,2023-08-13
68.32,2023-12-22
325.49,2023-07-30
313.74,2023-09-09
499.64,2023-11-15
61.85,2023-10-28
44.82,2023-12-05
410.92,2023-08-11
227.1,2023-09-24
413.85,2023-12-22
107.07,2023-12-22
16.2,2023-11-26
195.2,2023-08-28
229.76,2023-11-13
460.45,2023-12-02
45.45,2023-11-29
407.37,2023-12-10
489.51,2023-08-26
380.54,2023-09-17
483.98,2023-12-14
348.31,2023-10-23
339.48,2023-11-19
56.02,2023-08-15
262.87,2023-09-11
87.82,2023-12-18
445.83,2023-09-10
150.15,2023-10-13
19.94,2023-12-23
215.46,2023-08-30
445.18,2023-11-30
69.06,2023-09-21
342.22,2023-12-27
446.62,2023-08-12
244.21,2023-10-18
163.13,2023-08-15
137.2,2023-11-19
460.51,2023-09-23
352.3,2023-12-05
481.54,2023-09-25
57.55,2023-09-27
185.79,2023-10-14
256.47,2023-09-08
374.23,2023-12-02
65.68,2023-08-01
122.39,2023-10-20
143.96,2023-11-02
90.97,2023-09-26
95.9,2023-08-29
266.86,2023-07-31
443.91,2023-10-10
80.05,2023-11-04
411.15,2023-08-28
373.35,2023-08-29
490.59,2023-11-21
267.21,2023-09-22
308,2023-08-01
347.21,2023-11-09
72.67,2023-09-30
172.3,2023-12-27
315.93,2023-12-26
263.06,2023-09-16
426.71,2023-12-31
17.13,2023-08-23
286.69,2023-10-30
443.14,2023-11-14
152.34,2023-12-06
123.54,2023-08-22
186.41,2023-08-01
51.67,2023-09-26
355.81,2023-09-26
107.52,2023-10-09
291.16,2023-10-01
44.45,2023-12-18
176.25,2023-08-08
361.69,2023-11-01
273.69,2023-08-02
429.7,2023-08-15
103.96,2023-11-16
342.01,2023-12-13
241.31,2023-12-30
474.63,2023-09-22
310.6,2023-09-28
210.22,2023-09-11
273.09,2023-09-21
186.05,2023-09-27
193.67,2023-08-14
432.39,2023-08-23
362.54,2023-07-30
466.11,2023-10-24
418,2023-10-07
50.41,2023-12-22
287.31,2023-11-05
310.55,2023-09-25
87.1,2023-12-03
217.69,2023-10-31
85.75,2023-12-03
155.4,2023-11-20
58.7,2023-09-13
91.99,2023-09-25
157.64,2023-09-09
148.47,2023-08-16
106.48,2023-12-21
53.53,2023-08-15
205.24,2023-12-27
150.94,2023-12-02
69.11,2023-12-03
246.16,2023-11-02
469.66,2023-11-17
311.84,2023-10-11
223.25,2023-11-23
174.66,2023-12-08
87.38,2023-12-23
64.67,2023-12-12
270.49,2023-11-25
240.98,2023-09-24
103.18,2023-12-30
192.03,2023-09-06
339.54,2023-09-12
294.07,2023-10-03
239.69,2023-12-05
201.55,2023-09-08
33.74,2023-12-05
379.68,2023-08-31
403.01,2023-11-02
257.39,2023-08-05
350.1,2023-11-24
54.39,2023-08-02
359.24,2023-08-08
392.26,2023-12-17
341.67,2023-12-27
72.49,2023-11-21
130.62,2023-09-14
287.87,2023-08-15
145.22,2023-09-15
35.86,2023-09-08
495.58,2023-11-09
27.29,2023-12-20
436.93,2023-10-19
470.96,2023-08-24
195.48,2023-10-25
207.82,2023-09-19
26.8,2023-08-22
182.92,2023-09-13
208.31,2023-08-20
96.65,2023-09-02
202.25,2023-11-21
443.13,2023-11-06
305.11,2023-12-03
448.08,2023-10-26
463.22,2023-11-14
317.08,2023-12-13
158.27,2023-09-02
396.73,2023-11-15
218.91,2023-08-03
39.75,2023-08-20
62.41,2023-08-23
375,2023-10-11
189.15,2023-09-28
138.04,2023-09-05
407.98,2023-10-20
194.96,2023-11-27
453.91,2023-08-20
473.01,2023-12-26
353.64,2023-12-24
112.18,2023-10-12
298.29,2023-10-21
473.94,2023-08-24
34.38,2023-08-20
96.77,2023-08-15
120.46,2023-12-29
223.61,2023-09-03
466.01,2023-11-09
319.52,2023-08-09
61.18,2023-09-04
16.9,2023-11-30
58.06,2023-10-21
189.28,2023-09-26
283.77,2023-10-09
368.27,2023-11-22
74.58,2023-11-18
242.67,2023-08-26
102.64,2023-10-17
476.04,2023-12-31
12.88,2023-08-24
68.45,2023-11-08
70.36,2023-08-13
14.61,2023-08-19
265.72,2023-09-18
325.66,2023-10-26
214.16,2023-11-17
404.94,2023-10-03
335.99,2023-10-22
71.21,2023-10-04
424.7,2023-08-01
42.23,2023-10-05
354.78,2023-10-30
80.64,2023-12-19
205.22,2023-08-31
317.99,2023-09-18
168.09,2023-08-18
203.99,2023-12-02
257.49,2023-11-30
375.46,2023-08-01
118.51,2023-12-16
446.85,2023-09-09
257.05,2023-11-30
32.88,2023-09-07
323.97,2023-12-06
311.96,2023-08-23
213.69,2023-09-15
74.36,2023-10-19
403.84,2023-11-07
318.68,2023-09-09
155.46,2023-09-04
375.61,2023-12-28
176.64,2023-11-03
378.39,2023-10-29
48.23,2023-12-16
169.04,2023-11-13
365.85,2023-10-25
365.48,2023-09-14
42,2023-09-24
253.6,2023-08-04
353.97,2023-09-24
347.52,2023-11-11
369.96,2023-09-15
384.13,2023-12-16
217.23,2023-10-31
466.71,2023-11-06
140.81,2023-11-14
35.57,2023-12-21
367.79,2023-08-29
171.47,2023-09-24
286.2,2023-12-11
271.75,2023-11-30
19.57,2023-07-30
293.86,2023-10-07
242.63,2023-12-13
367.13,2023-08-15
45.35,2023-09-03
17.49,2023-09-02
47.76,2023-12-13
344.39,2023-08-15
167.72,2023-11-12
217.95,2023-08-22
202.68,2023-12-17
78.43,2023-11-21
54.74,2023-10-25
281,2023-11-24
83.3,2023-08-29
437.82,2023-12-18
454.53,2023-09-06
188.68,2023-12-15
376.79,2023-11-23
487.52,2023-11-22
275.5,2023-08-07
124.95,2023-09-28
276.03,2023-08-22
484.06,2023-12-05
24.25,2023-09-09
159.32,2023-09-24
155.51,2023-12-19
498.54,2023-08-07
31.19,2023-12-04
207.28,2023-08-03
278.57,2023-11-29
483.52,2023-10-13
89.67,2023-10-08
424.36,2023-09-18
447.73,2023-09-12
222.33,2023-09-28
309.14,2023-12-31
270.3,2023-08-19
197.51,2023-12-13
107.21,2023-09-26
44.61,2023-10-08
44.44,2023-08-05
99.54,2023-09-05
390.85,2023-11-10
265.99,2023-11-08
178.24,2023-10-13
98.39,2023-09-13
46.58,2023-09-09
126.06,2023-11-07
357.66,2023-08-12
489.96,2023-09-06
57.89,2023-12-12
108.2,2023-09-10
449.11,2023-09-29
77.7,2023-11-26
50.1,2023-12-23
179.87,2023-09-05
287.75,2023-10-31
493.11,2023-08-21
85.17,2023-10-28
422.88,2023-12-03
144.78,2023-08-20
299.76,2023-11-16
153.05,2023-12-01
253.41,2023-08-21
451.67,2023-08-10
205.08,2023-11-10
373.67,2023-12-12
428.98,2023-09-21
393.68,2023-11-03
291.42,2023-10-20
493.17,2023-09-08
289.21,2023-12-19
193.94,2023-11-08
16.1,2023-08-27
150.17,2023-09-14
129.05,2023-08-16
174.41,2023-09-28
379.11,2023-09-15
313.82,2023-09-29
262.21,2023-09-09
338.19,2023-11-18
256.82,2023-12-23
223.82,2023-12-24
251.03,2023-11-14
411.97,2023-09-26
474.36,2023-08-11
273.64,2023-09-03
67.57,2023-12-23
53.4,2023-09-21
375.75,2023-09-20
174.1,2023-10-30
420.23,2023-11-22
403.75,2023-08-18
376.89,2023-11-24
248.03,2023-12-26
427.31,2023-12-17
238.48,2023-09-20
189.38,2023-12-14
96.45,2023-11-14
246.55,2023-10-10
188.65,2023-12-26
400.38,2023-12-26
81.59,2023-11-20
406.49,2023-08-03
25.74,2023-08-02
239.11,2023-10-17
482.39,2023-08-20
367.98,2023-08-02
294.57,2023-12-12
444.54,2023-10-21
281.75,2023-11-18
329.33,2023-08-10
39.1,2023-11-26
316.73,2023-08-20
487.27,2023-08-17
348,2023-08-24
297.86,2023-12-06
76.93,2023-08-19
28.33,2023-10-17
110.19,2023-12-31
351.61,2023-10-05
352.16,2023-12-31
333.8,2023-10-02
489.38,2023-10-13
326.03,2023-11-15
21.41,2023-12-04
351.66,2023-08-19
89.48,2023-09-13
451.79,2023-08-10
271.2,2023-10-30
436.01,2023-11-23
327.88,2023-10-29
160.78,2023-08-06
406.31,2023-08-29
420.36,2023-10-16
16.38,2023-12-08
99.46,2023-11-22
116.05,2023-08-08
235.4,2023-08-31
389.26,2023-12-09
190.81,2023-10-10
240.22,2023-10-19
437.09,2023-09-04
232.9,2023-12-29
481.92,2023-11-17
286.93,2023-09-03
299.54,2023-10-13
97.79,2023-11-25
157.11,2023-12-07
80.19,2023-09-05
412.34,2023-10-27
414.34,2023-12-03
373.84,2023-10-24
362.14,2023-09-25
181.37,2023-08-24
303.98,2023-10-20
196.83,2023-10-19
189.51,2023-10-27
70.45,2023-08-09
75.98,2023-10-23
496.44,2023-12-15
79.35,2023-12-10
78.18,2023-11-25
497.64,2023-09-15
17.08,2023-08-08
417.17,2023-10-23
393.67,2023-09-27
136.87,2023-08-05
231.42,2023-12-02
101.91,2023-11-20
31.73,2023-12-20
94.65,2023-12-01
380.06,2023-12-04
293.15,2023-12-16
76.17,2023-10-27
336.97,2023-10-29
147.29,2023-10-04
93.42,2023-09-23
161.87,2023-12-02
397.91,2023-08-16
477.67,2023-09-14
374.13,2023-08-23
394.03,2023-10-21
371.51,2023-08-21
17.98,2023-09-16
110.51,2023-08-18
292.61,2023-08-12
222.81,2023-08-17
433.17,2023-10-31
267.48,2023-07-31
254.24,2023-08-27
246.18,2023-12-12
327.06,2023-12-10
95.71,2023-08-12
429.76,2023-11-01
481.36,2023-08-07
295.24,2023-08-27
130.27,2023-12-22
34.93,2023-12-30
149.02,2023-10-02
196.73,2023-12-14
179.71,2023-08-02
323.4,2023-08-04
154.04,2023-08-05
177.48,2023-10-03
36.73,2023-08-11
425.02,2023-08-05
378.05,2023-10-27
54.15,2023-08-08
295.13,2023-08-28
249.93,2023-11-12
220.15,2023-10-26
152.6,2023-12-16
390.53,2023-12-25
131.25,2023-10-23
175.2,2023-11-30
195.41,2023-09-10
349.34,2023-09-27
84.13,2023-11-02
45.48,2023-09-25
19.9,2023-09-22
90.37,2023-09-24
482.66,2023-11-24
407.13,2023-10-22
214.44,2023-09-18
446.65,2023-08-23
264.59,2023-11-29
42.21,2023-11-20
129.35,2023-12-15
78.77,2023-12-26
383.08,2023-09-15
98.97,2023-10-07
389.08,2023-09-17
441.81,2023-10-14
452.5,2023-11-19
328.54,2023-12-07
354.33,2023-08-28
210.91,2023-12-27
222.64,2023-08-20
288.1,2023-08-24
457.18,2023-09-21
114.07,2023-10-21
124.4,2023-11-05
42.87,2023-10-21
294.04,2023-12-06
431.4,2023-12-15
413.24,2023-11-28
106,2023-12-27
437.47,2023-08-13
251.5,2023-11-20
480.09,2023-08-09
31.57,2023-10-30
145.65,2023-11-04
415.47,2023-12-18
299.36,2023-12-28
354.53,2023-09-24
400.89,2023-10-22
16.39,2023-09-16
446.84,2023-11-01
449.5,2023-10-11
349.81,2023-12-26
35.43,2023-12-04
273.82,2023-11-01
127.71,2023-10-17
360.67,2023-11-16
23.85,2023-10-09
466.93,2023-09-30
80.92,2023-12-10
53.85,2023-12-07
476,2023-11-26
316.83,2023-08-20
241.54,2023-08-03
497.69,2023-09-14
496.05,2023-12-11
362.62,2023-11-24
42.6,2023-08-13
410.18,2023-09-16
370.33,2023-08-16
310.66,2023-10-04
424.58,2023-11-04
282.2,2023-12-21
286.35,2023-10-16
60.45,2023-08-20
185.83,2023-10-02
322.36,2023-11-02
356.42,2023-09-06
258.8,2023-09-17
428.94,2023-08-20
490.55,2023-09-25
139.22,2023-09-19
155.85,2023-12-15
481.33,2023-09-04
399.86,2023-11-23
319.99,2023-12-23
192.71,2023-12-15
219.93,2023-09-04
247.32,2023-09-04
470.35,2023-09-10
238.76,2023-09-01
251.42,2023-10-25
496.85,2023-09-23
447.65,2023-08-30
175.27,2023-09-11
243.28,2023-10-06
429.28,2023-12-11
104.94,2023-12-15
492.13,2023-09-11
177.91,2023-12-15
277.66,2023-12-22
307.36,2023-09-23
219.26,2023-08-26
422.46,2023-10-01
428.43,2023-11-17
250.81,2023-10-27
67.09,2023-09-05
63.46,2023-08-15
107.41,2023-10-04
123.29,2023-08-28
122.58,2023-11-08
392.59,2023-11-08
453.01,2023-12-31
174.18,2023-08-27
277.36,2023-08-09
209.38,2023-09-12
472.19,2023-11-23
422.62,2023-10-23
93.56,2023-09-28
405.38,2023-09-13
181.25,2023-10-01
324.31,2023-10-30
208.14,2023-12-15
11.8,2023-11-01
413.04,2023-09-30
261.64,2023-09-17
100.48,2023-09-03
357.61,2023-09-25
37.27,2023-12-01
23.11,2023-12-26
190.05,2023-11-27
253.91,2023-10-10
381.99,2023-09-20
469.17,2023-10-23
315.29,2023-09-14
326.22,2023-08-24
425.7,2023-09-23
231.27,2023-09-11
459.88,2023-10-02
282.41,2023-11-01
323.16,2023-10-18
227.2,2023-09-22
379.55,2023-10-30
255.73,2023-11-01
372.43,2023-12-20
333.64,2023-12-05
239.27,2023-12-27
219.74,2023-11-27
69.03,2023-10-31
64.85,2023-10-24
465.45,2023-10-20
119.68,2023-12-23
451.76,2023-08-20
395.56,2023-08-02
47.63,2023-12-05
39.53,2023-11-29
156.34,2023-10-20
156.37,2023-10-29
377.71,2023-08-12
136.15,2023-12-20
259.12,2023-11-21
62.64,2023-11-07
20.16,2023-07-31
459.25,2023-11-01
49.72,2023-08-06
428.58,2023-09-12
256.92,2023-09-28
107.48,2023-10-13
63.18,2023-08-05
305.64,2023-08-19
53.27,2023-11-06
299.38,2023-08-21
355.89,2023-10-26
391.34,2023-09-27
406.27,2023-10-11
74.44,2023-10-19
258.71,2023-09-26
429.46,2023-11-12
262.26,2023-11-22
368.63,2023-11-28
498.57,2023-11-22
361.08,2023-10-28
127,2023-10-09
29.08,2023-09-04
165.41,2023-10-16
134.42,2023-10-07
151.83,2023-11-11
249.77,2023-10-01
111.29,2023-08-22
186.19,2023-08-21
468.29,2023-10-07
107.38,2023-10-04
74.04,2023-09-02
381.67,2023-09-17
371.16,2023-09-12
195.8,2023-09-01
39.81,2023-10-22
236.87,2023-12-22
488.28,2023-08-12
126.25,2023-09-19
436.82,2023-10-18
162.3,2023-08-05
261.61,2023-10-08
26.83,2023-09-05
138.41,2023-08-18
127.67,2023-10-30
76.68,2023-12-20
219.12,2023-08-15
104.64,2023-12-06
28.25,2023-11-23
101.81,2023-09-16
39.76,2023-09-10
478.41,2023-09-11
314.09,2023-08-21
175.85,2023-10-16
443.23,2023-11-10
303.15,2023-12-18
338.71,2023-10-30
323.44,2023-12-31
215.55,2023-09-12
412.84,2023-10-15
19.53,2023-11-20
167.28,2023-11-06
116.63,2023-12-03
355.62,2023-09-29
373.73,2023-11-21
150.12,2023-08-15
208.12,2023-12-20
243.64,2023-10-21
451.46,2023-09-21
337.97,2023-08-04
379.46,2023-12-26
81.51,2023-11-11
418.39,2023-08-31
150.73,2023-10-23
13.17,2023-11-24
116.43,2023-08-19
301.33,2023-10-26
483.9,2023-12-29
472.06,2023-08-22
73.32,2023-08-27
134.94,2023-08-31
235.3,2023-08-23
481.9,2023-12-01
319.27,2023-10-19
294.29,2023-10-28
364.49,2023-09-02
230.82,2023-09-18
153.23,2023-09-26
404.93,2023-10-26
83.14,2023-10-11
69.12,2023-11-06
112.75,2023-10-26
147.58,2023-09-02
160.6,2023-10-23
476.11,2023-12-17
499.71,2023-12-03
56.68,2023-11-20
273.44,2023-12-26
179.81,2023-09-30
454.62,2023-11-20
238.07,2023-10-17
13.73,2023-08-09
429.09,2023-08-10
385.4,2023-08-02
52.87,2023-12-23
450.74,2023-10-02
178.78,2023-11-27
337.38,2023-08-12
31.37,2023-11-29
499.48,2023-10-16
310.94,2023-11-27
217.76,2023-09-15
214.3,2023-08-12
99.81,2023-10-31
380.93,2023-11-29
294.55,2023-11-20
86.29,2023-11-05
156.04,2023-10-29
298.6,2023-09-23
471.71,2023-09-09
181.71,2023-09-07
79.9,2023-12-22
408.44,2023-12-16
75.25,2023-12-24
410.86,2023-11-28
328.96,2023-07-31
251.92,2023-09-07
149.54,2023-11-29
328.69,2023-11-10
372.29,2023-09-24
436.65,2023-09-17
420.74,2023-09-26
194.62,2023-09-17
329.12,2023-09-03
464.46,2023-09-03
271.87,2023-11-27
468.8,2023-09-07
125.9,2023-10-17
176.75,2023-09-13
287,2023-08-11
302.88,2023-10-25
70.82,2023-11-21
274.95,2023-09-29
229.23,2023-08-30
200.89,2023-10-12
67.92,2023-12-13
368.33,2023-09-21
132.23,2023-09-04
235.62,2023-11-24
302.04,2023-09-29
81.93,2023-10-24
98.71,2023-10-13
18.55,2023-09-28
380.78,2023-10-19
322.47,2023-10-12
287.1,2023-09-18
55.35,2023-08-11
114.17,2023-11-30
457.72,2023-09-23
495.08,2023-08-30
26.54,2023-12-31
452.39,2023-10-05
43.32,2023-08-06
155.95,2023-10-16
232.93,2023-10-27
89.13,2023-10-21
495.93,2023-08-09
343.4,2023-10-10
122.37,2023-08-03
360.42,2023-09-11
261.44,2023-09-14
362.43,2023-12-25
356.16,2023-08-27
167.18,2023-10-15
192.83,2023-11-17
177.08,2023-09-22
115.55,2023-11-01
422.94,2023-12-30
280.69,2023-08-16
24.5,2023-12-18
473.11,2023-10-06
204.49,2023-10-20
487.12,2023-11-17
182.02,2023-08-24
10.69,2023-11-07
27.69,2023-08-29
462.06,2023-12-13
477.1,2023-08-24
47.97,2023-11-21
248.8,2023-11-04
394.05,2023-11-15
332.25,2023-10-19
158.06,2023-09-13
95.25,2023-11-30
83.19,2023-10-04
365.74,2023-09-20
491.41,2023-09-27
215.78,2023-09-08
413.58,2023-12-21
456.92,2023-08-14
375.62,2023-11-09
266.05,2023-12-29
65.17,2023-09-13
364.58,2023-08-01
295.5,2023-11-13
63.43,2023-12-21
252.37,2023-08-03
164.03,2023-09-21
212.56,2023-08-25
304.13,2023-12-23
201.21,2023-12-31
374.09,2023-11-06
369.3,2023-08-04
147.73,2023-10-13
143.9,2023-10-05
402.88,2023-09-13
412.08,2023-12-18
257.21,2023-09-21
289.09,2023-10-15
259.69,2023-12-14
115.4,2023-10-08
192.3,2023-09-28
235.84,2023-10-15
337.34,2023-10-06
486.64,2023-12-31
286.52,2023-12-30
487.03,2023-10-08
382.98,2023-08-15
423.23,2023-11-23
271.62,2023-09-05
74.37,2023-11-22
98.56,2023-10-26
353.88,2023-12-22
82.57,2023-09-23
132.02,2023-11-22
97.99,2023-10-23
238.18,2023-11-26
200.52,2023-11-29
183.3,2023-08-23
281.74,2023-08-05
294.48,2023-11-12
471.24,2023-12-15
388.76,2023-08-08
108.76,2023-08-19
436.88,2023-08-24
183.25,2023-09-17
491.54,2023-12-15
256.54,2023-10-08
406.92,2023-11-02
175.04,2023-08-31
31.05,2023-08-06
22.46,2023-09-27
54.79,2023-08-18
25.19,2023-12-01
105.19,2023-10-20
225.28,2023-10-02
296.51,2023-11-14
422.94,2023-08-05
288.62,2023-10-01
422.02,2023-10-22
248.79,2023-11-05
291.43,2023-12-19
370.65,2023-12-16
417.3,2023-12-30
218.32,2023-09-22
357.27,2023-10-02
246.56,2023-12-31
199.43,2023-10-11
55.55,2023-11-26
288.37,2023-09-07
103.52,2023-08-20
201.54,2023-12-25
486.88,2023-12-09
77.93,2023-11-02
349.14,2023-11-13
441.7,2023-08-01
152.98,2023-08-04
313.93,2023-12-16
294.34,2023-11-26
462.6,2023-09-05
168.55,2023-10-31
286.5,2023-10-10
75.55,2023-12-25
28.78,2023-10-11
236.54,2023-12-29
184.17,2023-09-11
278,2023-09-29
254.46,2023-08-22
36.96,2023-12-28
75.94,2023-11-03
115.13,2023-09-22
184.49,2023-11-01
309.03,2023-10-05
478.94,2023-12-12
86.21,2023-11-30
120.96,2023-12-17
39.91,2023-08-15
118.01,2023-10-11
350.7,2023-09-03
316.86,2023-12-25
112.83,2023-08-12
314.86,2023-12-21
44.52,2023-08-07
67.16,2023-08-09
100.56,2023-08-05
346.12,2023-12-14
336.43,2023-10-27
33.73,2023-09-06
308.17,2023-08-19
54.43,2023-11-09
281.65,2023-09-05
